序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
1508,601801, 皖新传媒,7.23,-2.3,-0.01,0.074,2.73,0.062,0.286,-0.282,0.283,0,3,5,6.56,12.86,-6.3,19.73,14.97,4.77
1509,300558, 贝达药业,52.7,2.57,0.018,0.037,2.73,-0.177,-0.052,-0.617,-0.749,1,2,3,6.29,5.36,0.93,23.84,23.32,0.52
1510,002812, 恩捷股份,32.07,0.41,0.029,-0.005,2.73,-0.324,-0.531,-0.185,0.182,2,2,5,6.54,5.37,1.16,25.42,23.56,1.85
1511,000727, 冠捷科技,3.07,1.32,-0.099,0.331,2.72,0.887,3.396,0.539,1.257,0,3,4,14.29,14.8,-0.51,25.28,26.79,-1.51
1512,002295, 精艺股份,7.29,-0.82,0.022,0.037,2.72,-0.275,-1.726,-0.763,-4.104,2,2,2,0,0,0,7.3,4.89,2.41
1513,000753, 漳州发展,4.36,0,0.151,-0.16,2.7,1.645,1.96,-0.171,-4.733,5,5,5,4.18,5.12,-0.94,30.57,24.16,6.41
1514,300373, 扬杰科技,46.82,0.77,0.049,0.005,2.7,0.234,-0.522,0.307,-0.044,3,3,6,9.11,8.32,0.79,30.83,29.09,1.75
1515,688728, 格科微,16.71,3.08,0.066,-0.041,2.69,-0.073,-0.476,0.516,0.785,1,3,6,6.65,4.45,2.2,30.46,28.53,1.93
1516,000683, 远兴能源,5.4,-0.18,0.028,0.017,2.69,-0.032,0.845,0.031,1.819,2,3,7,8.46,8.45,0.01,27.75,25.72,2.04
1517,688557, 兰剑智能,23.14,1.8,-0.019,0.236,2.67,-0.055,-0.648,-0.101,-0.122,0,1,3,7.75,11.77,-4.02,18.71,15.47,3.24
1518,603937, 丽岛新材,9.08,-3.4,-0.033,0.619,2.67,-0.163,-0.306,-0.403,-0.778,0,3,4,0,1.58,-1.58,10.1,10.34,-0.25
1519,688013, 天臣医疗,19.35,-1.02,0.016,-0.098,2.66,-0.155,-0.642,-0.197,-0.519,1,2,4,0,0,0,4.96,1.64,3.32
1520,300650, 太龙股份,12.36,-0.8,-0.117,0.607,2.66,0.441,3.581,-0.093,3.015,0,2,2,4.12,4.31,-0.2,18.94,22.26,-3.32
1521,603728, 鸣志电器,85.99,1.55,0.169,-0.073,2.66,-0.394,-0.361,-0.861,-1.019,1,4,6,18.29,14.96,3.32,28.4,27.45,0.96
1522,002738, 中矿资源,34.19,-0.03,-0.048,0.166,2.64,-0.419,-0.796,-0.208,0.421,0,1,5,7.04,7.96,-0.92,25.26,27.73,-2.46
1523,603258, 电魂网络,24.53,-0.08,0.063,0.012,2.64,-1.286,-4.556,0.511,-3.936,1,2,5,3.22,2.64,0.58,19.9,17.89,2.02
1524,601928, 凤凰传媒,10.6,-2.39,-0.026,0.095,2.62,-0.003,0.346,-0.126,0.248,0,2,3,5.55,11.51,-5.96,21.35,20.23,1.12
1525,301177, 迪阿股份,25.95,2.57,0.072,0.738,2.62,-1.001,-4.639,-0.713,-2.018,1,2,4,3.84,0.19,3.65,9.87,12.45,-2.58
1526,601368, 绿城水务,4.62,-1.49,-0.024,0.13,2.62,-0.07,0.467,-0.048,1.163,0,2,4,0.84,0.74,0.1,18.53,23.58,-5.05
1527,603609, 禾丰股份,7.27,-2.28,-0.047,0.357,2.62,-0.156,1.051,-0.042,1.987,0,2,5,0.02,2.87,-2.85,11.17,15.55,-4.37
1528,603139, 康惠制药,14.52,-1.43,0.002,0.147,2.6,0.102,0.13,-0.623,-1.063,1,3,3,0,0,0,7.28,6.88,0.4
1529,002272, 川润股份,12.15,2.97,1.248,-1.201,2.6,-0.143,-14.214,1.554,-11.09,1,3,5,8.19,4.01,4.18,21,20.94,0.06
1530,300922, 天秦装备,14.5,-0.34,0.087,-0.156,2.59,-0.04,-0.598,-1.111,-1.85,1,2,2,0.57,3.58,-3.01,18.22,11.07,7.15
1531,600500, 中化国际,3.76,-1.31,-0.007,0.053,2.58,-0.203,0.085,-0.39,-0.376,0,1,1,11.5,6.49,5.01,11.9,18.52,-6.62
1532,000548, 湖南投资,5.16,-0.77,-0.012,0.261,2.58,-0.541,-0.115,-1.061,-0.954,0,0,0,0,0,0,10.56,11.88,-1.32
1533,002843, 泰嘉股份,29.91,-0.57,0.001,0.337,2.57,0.661,-1.28,-0.769,-3.493,1,3,5,14.15,14.07,0.08,28.56,28.42,0.15
1534,601155, 新城控股,13.36,0.53,-0.007,0.063,2.57,0.033,0.421,-0.038,1.138,0,2,4,7.26,8.98,-1.72,20.35,19.62,0.73
1535,689009, 九号公司-WD,59.55,0.93,0.007,0.059,2.56,0.508,0.523,0.064,-0.499,3,3,4,8.42,6.39,2.02,30.44,32.02,-1.58
1536,603990, 麦迪科技,15.5,0.45,-0.08,0.988,2.55,-3.265,-4.791,-7.066,-15.396,0,0,2,7.13,7.2,-0.08,21.79,22.2,-0.4
1537,300051, 琏升科技,7.17,2.43,0.249,-0.757,2.55,-0.503,2.76,-0.164,4.38,1,2,6,1.65,0,1.65,23.57,14.73,8.84
1538,002938, 鹏鼎控股,43.9,4.5,0.01,0.025,2.53,-0.099,-0.206,-0.185,-0.394,1,1,1,5.17,3.32,1.85,22.63,23.14,-0.51
1539,002688, 金河生物,4.41,-1.56,-0.011,0.153,2.53,0.11,-0.023,-0.235,-1.117,0,2,2,0.45,0,0.45,17.39,19.07,-1.68
1540,600388, 龙净环保,12.09,0.33,-0.013,0.047,2.51,-0.216,0.071,-0.325,0.583,0,0,2,3.28,11.02,-7.74,29.63,24.86,4.77
1541,603515, 欧普照明,16.36,-0.97,0.001,0.035,2.51,-0.011,-0.024,0.019,0.15,1,1,4,0,0,0,5.6,5.09,0.51
1542,002642, 荣联科技,9.31,4.84,1.132,-1.419,2.5,1.032,-1.037,0.905,-4.228,1,4,6,15.88,7.34,8.54,21.37,22.68,-1.31
1543,002887, 绿茵生态,7.03,-1.95,0.013,0.529,2.5,-0.236,1.342,-0.835,0.168,1,3,4,0,0,0,6.92,6.3,0.62
1544,002697, 红旗连锁,5.09,-0.59,0.064,-0.032,2.49,-0.786,0.158,-1.131,0.046,1,1,3,9.93,9.58,0.35,20.93,18.09,2.84
1545,600338, 西藏珠峰,10.18,-0.29,-0.068,0.216,2.49,-0.864,-0.969,-1.069,1.576,0,0,2,7.49,11.86,-4.37,24.69,24.07,0.62
1546,300428, 立中集团,18.22,0.11,-0.037,0.226,2.49,0.371,1.282,0.443,1.651,0,2,5,1.93,3.37,-1.43,23.58,24.05,-0.47
1547,300241, 瑞丰光电,5.68,-0.35,-0.004,0.22,2.47,-0.449,-1.532,-2.127,-1.987,0,1,2,3.6,6.88,-3.28,21.3,18.11,3.19
1548,300521, 爱司凯,21.43,-2.86,-0.001,0.275,2.46,-0.732,0.51,-3.39,-0.999,0,2,3,4.22,5.17,-0.95,22.37,21.39,0.98
1549,300212, 易华录,31.2,4.14,-0.055,0.436,2.45,-0.173,-0.505,-0.35,-1.882,0,2,3,11.47,11.36,0.11,27.32,27.93,-0.61
1550,301108, 洁雅股份,27.6,0.47,0.01,0.309,2.44,-0.313,0.072,0.297,-0.614,1,2,6,0,0,0,8.98,8.38,0.6
1551,601998, 中信银行,6.48,-1.07,0.007,-0.001,2.43,-0.036,-0.138,-0.133,-0.331,1,2,3,20.6,18.13,2.47,31.36,30.87,0.49
1552,000659, 珠海中富,2.74,0,0.05,-0.053,2.43,-0.832,0.608,-1.131,-0.4,2,2,3,4.44,2.04,2.41,18.57,17.51,1.06
1553,002896, 中大力德,94.91,7.99,0.703,-0.37,2.42,-3.419,-7.976,-4.379,-10.643,1,2,3,17.98,10.64,7.34,29.52,32.35,-2.83
1554,603021, 山东华鹏,4.22,0.24,-0.032,0.28,2.41,-0.22,1.352,-0.858,-0.163,0,2,3,8.36,7.53,0.83,21.59,23.16,-1.57
1555,600666, 奥瑞德,3.08,-0.65,0.069,0.303,2.37,0.578,2.259,-3.308,-10.81,1,3,5,8,8.56,-0.56,23.74,22.41,1.33
1556,002202, 金风科技,9.09,2.36,0.092,-0.114,2.36,0.056,-0.095,0.06,0.25,1,3,7,11.94,6.93,5.01,21.27,21.04,0.23
1557,300802, 矩子科技,19.41,0.05,0.033,0.073,2.35,0.017,-1.736,-0.849,-2.744,1,3,3,2.92,0,2.92,19.46,20.86,-1.4
1558,001336, 楚环科技,19.29,-1.13,0.018,0.794,2.34,-0.46,-1.469,-0.669,-2.359,1,3,5,0,0,0,4.57,3.78,0.79
1559,600039, 四川路桥,7.17,-0.42,0.008,-0.003,2.34,-0.007,-0.126,-0.033,-0.099,1,3,5,13.69,8.21,5.48,18.32,21.02,-2.7
1560,300052, 中青宝,19.43,0.67,0.334,-0.278,2.33,-1.287,-9.623,-1.349,-8.012,1,1,3,8.16,4.85,3.3,25.82,25.02,0.8
1561,000915, 华特达因,26.47,-4.68,0.087,0.013,2.33,-0.019,-0.114,-0.255,0.886,1,3,6,18.45,27.73,-9.28,23.76,12.34,11.42
1562,000551, 创元科技,12.72,0.95,0.086,-0.252,2.32,0.039,-1.959,-0.555,-0.95,1,3,4,0,0,0,21.11,14.53,6.58
1563,002768, 国恩股份,24.64,-1.83,-0.026,0.281,2.32,-0.073,-1.282,-0.487,-1.297,0,3,4,2.26,6.89,-4.63,21.53,17.79,3.74
1564,300991, 创益通,22.39,-0.36,0.139,0.167,2.31,2.251,11.534,0.209,5.361,1,3,4,8.04,1.83,6.21,20.02,24.59,-4.57
1565,600536, 中国软件,52.35,0.71,0.11,0.009,2.3,-0.593,-0.969,0.215,0.238,1,2,4,15.08,14.65,0.43,30.36,28.43,1.93
1566,600422, 昆药集团,17,-0.82,-0.036,0.12,2.3,-0.827,-0.825,-1.15,-0.823,0,0,2,5.91,16.26,-10.35,23.59,17.37,6.22
1567,300177, 中海达,13.15,3.71,0.117,0.398,2.28,-0.2,-0.876,-1.63,0.986,2,2,4,12.94,11.43,1.51,26.06,26.8,-0.74
1568,600461, 洪城环境,9.01,-1.31,-0.075,0.215,2.27,-0.096,1.211,-0.058,1.954,0,2,5,3.45,14.61,-11.16,20.42,20.23,0.19
1569,002612, 朗姿股份,15.11,-1.69,-0.072,0.491,2.26,-0.752,-1.486,-1.36,-1.16,0,0,1,0,1.79,-1.79,16.12,18.48,-2.36
1570,600885, 宏发股份,33.4,-1.1,0.008,0.012,2.26,0.032,0.224,0.05,1.067,2,4,7,1.46,2.86,-1.39,14.1,10.92,3.18
1571,603267, 鸿远电子,37.87,0.58,0.034,-0.039,2.25,-0.249,-1.322,-0.669,-1.496,1,2,3,6.36,2.26,4.1,16.12,16.97,-0.86
1572,300586, 美联新材,8.79,2.45,0.232,-0.269,2.25,-0.112,0.003,-0.47,-2.313,1,2,5,7.37,5.49,1.88,29.08,25.38,3.7
1573,688600, 皖仪科技,15.97,-0.13,0.039,-0.057,2.24,0.435,-0.279,-0.2,-0.627,2,3,5,5.34,5.77,-0.44,19,14.61,4.39
1574,688380, 中微半导,31.41,0.71,0.066,0.175,2.24,-0.673,-0.547,-1.71,1.077,1,2,2,8.55,4.61,3.95,25.79,28.7,-2.92
1575,601966, 玲珑轮胎,17.59,-0.28,-0.01,0.068,2.22,-0.063,0.697,-0.11,1.544,0,2,4,4.29,5.98,-1.69,19.18,19.4,-0.22
1576,603032, 德新科技,14.42,1.48,0.124,-0.28,2.2,-0.376,-1.674,-0.897,-1.283,1,1,3,4.06,3.28,0.78,20.06,15.16,4.9
1577,300877, 金春股份,14.27,-1.25,0.005,0.18,2.2,-0.128,-0.301,-0.274,-0.597,1,2,3,1.05,0,1.05,3.84,4.09,-0.26
1578,300118, 东方日升,11.88,1.45,0.126,-0.131,2.19,-0.43,-1.957,-0.482,-1.769,1,1,3,6.79,6.82,-0.02,26.32,22.12,4.2
1579,603072, 天和磁材,34.65,2.18,0.149,0.286,2.18,-1.505,-12.908,-9.996,-32.17,1,1,1,6.03,6.38,-0.35,23.73,22.12,1.62
1580,000718, 苏宁环球,2.28,-0.44,-0.004,0.065,2.18,0.094,0.085,0.054,0.165,0,2,4,2.2,6.24,-4.04,23.95,20.45,3.51
1581,603009, 北特科技,55.8,3.2,0.018,0.125,2.16,0.395,1.319,-0.09,-1.137,1,3,4,20.18,20.05,0.13,25.93,25.7,0.23
1582,000708, 中信特钢,12.01,-1.23,-0.003,0.031,2.15,0.006,0.365,-0.004,0.375,0,2,5,3.81,6.48,-2.67,19.89,18.23,1.66
1583,603018, 华设集团,9.13,-2.14,0.061,-0.032,2.14,-0.091,0.006,-0.826,-0.879,1,2,2,7.68,9.38,-1.7,30.58,25.76,4.82
1584,002227, 奥 特 迅,11.72,2.09,0.005,0.404,2.14,0.159,1.403,0.01,4.181,3,3,5,4.41,2.11,2.3,16.09,18.15,-2.05
1585,002723, 小崧股份,8.88,0.68,-0.132,0.353,2.13,-0.358,0.322,-0.204,0.651,0,3,6,5.23,3.71,1.52,33.61,37.69,-4.08
1586,002507, 涪陵榨菜,13.18,-1.35,-0.072,0.187,2.13,-0.063,1.093,-0.623,1.751,0,2,3,5.99,9.19,-3.21,24.2,27.37,-3.17
1587,301035, 润丰股份,53.08,-1.7,0.005,0.011,2.13,0.002,0.253,-0.001,0.457,2,2,6,0,0,0,5.52,3.6,1.92
1588,605287, 德才股份,12.94,-1.97,0.446,-1.182,2.12,2.182,1.11,2.403,1.748,2,4,6,4.83,0.9,3.93,19.49,15.45,4.04
1589,301073, 君亭酒店,20.53,0.24,0.18,-0.363,2.12,-0.468,-2.21,-1.884,-6.391,1,2,3,4.21,1.51,2.7,22.36,19.3,3.06
1590,601138, 工业富联,23.23,0.09,0.023,-0.005,2.11,-0.04,-0.1,0.04,0.046,1,3,7,23.02,20.33,2.68,30.39,30.24,0.15
1591,002833, 弘亚数控,17.98,1.35,-0.009,0.157,2.11,0.326,0.139,-0.169,0.195,0,3,4,6.47,5.01,1.46,17.22,19.06,-1.84
1592,603051, 鹿山新材,25.58,1.27,0.131,-0.082,2.1,-0.663,-3.087,-1.073,-3.759,2,2,4,0.88,3.51,-2.63,27.93,22.55,5.37
1593,002946, 新乳业,13.74,-0.65,0.015,-0.072,2.09,-0.153,-0.206,-0.016,0.771,2,2,5,0,0,0,9.22,5.81,3.41
1594,601567, 三星医疗,25.89,-1.41,0.001,0.036,2.08,0.034,0.219,0.038,0.197,4,4,6,5.82,4.29,1.53,12.37,13.65,-1.28
1595,002453, 华软科技,6,0,0.108,-0.019,2.07,-0.049,9.551,0.129,6.87,1,3,4,5.69,9,-3.31,26.7,21.06,5.64
1596,601727, 上海电气,8.94,1.13,0.08,-0.035,2.06,-0.261,-1.013,-0.859,-3.223,1,3,4,14.98,12.27,2.7,22.36,22.2,0.16
1597,603379, 三美股份,39.42,-0.73,-0.004,0.031,2.05,-0.14,-0.785,-0.143,-0.763,0,2,5,6.71,2.43,4.28,20.29,25.4,-5.1
1598,603214, 爱婴室,20.65,2.03,0.068,0.068,2.04,0.097,-0.609,0.006,3.333,1,4,8,7.06,2.4,4.66,17.31,20.4,-3.09
1599,300201, 海伦哲,5.65,0.89,0.07,0.008,2.03,0.139,3.601,-0.783,2.775,1,2,3,8.02,5.01,3.01,27.03,28.09,-1.06
1600,600598, 北大荒,13.91,-3.54,-0.083,0.253,2.03,-0.015,2.062,-0.198,1.792,0,3,3,5.76,11.04,-5.28,23.01,22.54,0.46
1601,603337, 杰克股份,31.26,-1.82,0.07,-0.281,1.99,0.209,-0.422,0.285,-0.486,3,4,7,6.13,1.22,4.91,15.33,10.5,4.83
1602,000523, 红棉股份,3.05,-0.97,0.014,-0.03,1.97,0.447,0.871,0.382,1.187,1,3,5,0,0,0,15.92,12.83,3.09
1603,688702, 盛科通信-U,79.32,4.09,0.014,0.052,1.96,0.355,0.068,-0.053,-1.001,1,4,5,7.23,7.11,0.12,21.26,20.5,0.75
1604,301456, 盘古智能,26.83,2.05,0.154,-0.19,1.94,-0.683,-4.482,-1.814,-5.301,1,2,4,0.79,3.08,-2.29,23.4,18.06,5.35
1605,600305, 恒顺醋业,7.28,-1.22,-0.047,0.22,1.94,-0.046,0.641,-0.056,0.855,0,2,4,4.86,2.16,2.69,11.44,22.53,-11.08
1606,601200, 上海环境,8.28,2.48,0.038,-0.034,1.93,-0.086,0.002,-0.009,0.501,1,4,6,5.22,4.65,0.57,25.71,23.21,2.51
1607,601336, 新华保险,49.7,-3.08,0.011,0.015,1.92,-0.114,0.06,-0.049,0.128,1,2,4,18.2,18.91,-0.71,30.14,28.48,1.66
1608,002184, 海得控制,15.68,2.82,0.074,0.891,1.91,-2.188,2.832,-1.692,9.379,1,1,3,5.95,5.04,0.91,21.62,22.15,-0.52
1609,002956, 西麦食品,15.77,-2.35,-0.052,0.401,1.9,-0.326,0.284,-0.506,0.535,0,2,3,0,4.45,-4.45,13.52,13.2,0.32
1610,601187, 厦门银行,5.43,-0.37,-0.006,0.069,1.9,-0.067,0.823,-0.058,0.628,0,2,4,4.63,1.48,3.16,14.21,18.55,-4.34
1611,000930, 中粮科技,5.69,-2.9,-0.036,0.28,1.9,0.664,1.984,0.605,1.945,0,2,3,4.52,3.73,0.79,16.44,18.63,-2.18
1612,688186, 广大特材,19.72,6.48,0.047,0.034,1.9,0.059,-0.255,-0.112,0.392,3,3,5,6.94,6.33,0.6,23.86,22.8,1.06
1613,000537, 中绿电,8.35,-0.71,-0.028,0.086,1.89,-0.027,0.645,0.084,0.52,0,2,5,6.85,1.38,5.47,19.05,31.03,-11.99
1614,601958, 金钼股份,9.99,-1.09,-0.057,0.126,1.88,-0.055,0.597,-0.103,1.041,0,2,3,10.75,21.94,-11.19,17.66,17.59,0.07
1615,601188, 龙江交通,3.3,-0.9,-0.036,0.097,1.88,-0.184,1.827,-0.794,1.809,0,2,2,12.62,9.49,3.14,18.86,26.85,-7.99
1616,000970, 中科三环,11.83,0.77,0.117,-0.143,1.87,0.231,-1.694,-0.17,-1.941,2,4,5,12.44,5.76,6.69,28.77,28.14,0.63
1617,688120, 华海清科,177.96,-0.71,0.012,0.062,1.87,1.045,1.392,1.298,1.569,3,4,8,9.94,10.56,-0.62,28.44,27.27,1.17
1618,600198, 大唐电信,10.04,0.3,-0.119,0.52,1.86,0.784,3.417,0.333,0.402,0,3,5,7.98,6,1.98,18.39,22.96,-4.57
1619,688076, 诺泰生物,49.36,-1.58,-0.023,0.064,1.86,-0.338,-0.006,-0.578,0.09,0,1,3,5.96,15.67,-9.71,34.07,26.28,7.78
1620,600778, 友好集团,6.46,0.62,0.293,-0.464,1.86,-1.475,-4.992,-3.512,-9.92,1,2,4,4.79,3.63,1.16,21.29,18.75,2.55
1621,300427, 红相股份,6.18,0.82,-0.079,0.381,1.85,-0.522,0.162,-1.766,-0.292,0,1,1,3.81,4,-0.19,21,23.33,-2.34
1622,000703, 恒逸石化,6.05,-0.17,-0.002,0.014,1.85,0.033,0.844,0.025,0.887,0,2,5,7.21,5.26,1.95,20.38,23.17,-2.79
1623,603616, 韩建河山,3.57,-0.83,-0.025,0.289,1.85,-0.411,0.031,-0.794,-0.036,0,2,3,3.41,5.84,-2.43,12.87,11.75,1.12
1624,002566, 益盛药业,6.84,-0.58,0.002,0.094,1.85,-0.398,-0.587,-0.828,-1.361,1,2,3,4.04,0,4.04,11.56,15.47,-3.9
1625,002709, 天赐材料,20.29,0.1,0.024,0.041,1.83,0.096,0.166,-0.459,0.526,3,3,5,9.68,9.17,0.52,26.83,26.39,0.44
1626,300436, 广生堂,33.84,-2.9,0.028,0.036,1.81,0.67,0.274,0.405,-0.103,4,4,6,1.37,7.63,-6.26,30.74,23.31,7.43
1627,688017, 绿的谐波,173.02,0.1,-0.026,0.112,1.81,0.291,0.829,-0.95,-0.295,0,3,4,17.22,15.44,1.78,31.72,33.93,-2.21
1628,605090, 九丰能源,26.19,-0.57,0.001,0.011,1.81,-0.001,-0.005,-0.13,-0.13,1,2,3,2.52,3.07,-0.55,26.52,25.6,0.92
1629,600850, 电科数字,27.85,-4.49,-0.189,0.44,1.79,-1.755,-1.813,-2.409,-3.533,0,1,3,13.08,17.46,-4.38,25.79,24.14,1.64
1630,603833, 欧派家居,61.97,-3.1,0.008,-0.003,1.78,0.055,-0.121,-0.04,-0.212,1,3,5,4.62,7.05,-2.44,20.93,16.5,4.43
1631,300473, 德尔股份,25.39,2.34,0.34,-0.396,1.78,-1.177,-7.134,-1.817,-6.041,1,2,3,8.62,5.66,2.96,28.39,26.58,1.81
1632,000007, 全新好,6.48,-1.97,-0.08,0.261,1.78,-0.897,-0.932,-1.546,-1.204,0,0,1,6.85,9.18,-2.33,17.84,21.84,-4
1633,603181, 皇马科技,10.83,-2.26,-0.001,0.083,1.78,-0.098,-0.139,-0.105,0.158,0,1,3,0.47,1.98,-1.51,11.9,10.57,1.33
1634,603697, 有友食品,8.64,-1.03,0.001,0.126,1.77,-0.131,-0.032,-0.511,-0.83,1,2,2,0.43,0.02,0.41,6.59,6.78,-0.19
1635,002836, 新宏泽,7.99,-0.5,0.006,0.087,1.76,-0.077,0.196,-0.446,-0.501,1,3,4,0,0,0,10.1,9.47,0.63
1636,603955, 大千生态,19.38,0.62,-0.021,0.242,1.76,-1.341,-0.559,-1.151,5.335,0,2,4,10.38,10.11,0.27,17.25,17.99,-0.74
1637,603666, 亿嘉和,38.98,2.5,0.05,0.163,1.75,1.227,0.212,-1.416,-3.474,1,3,4,8.86,10.9,-2.04,28.25,25.55,2.71
1638,300475, 香农芯创,38.57,4.27,0.115,0.281,1.75,1.864,1.267,0.879,-2.575,3,3,5,17.5,16.72,0.78,29.41,29.52,-0.1
1639,301395, 仁信新材,11.7,0.26,-0.063,0.289,1.73,-0.28,-0.441,-0.479,-0.407,0,1,3,5.15,0,5.15,13.68,24.75,-11.08
1640,300784, 利安科技,58.03,0.9,0.073,0.121,1.72,-2.359,-5.083,-3.655,-5.722,1,1,2,0,2.71,-2.71,13.36,9.22,4.14
1641,300260, 新莱应材,26,1.72,0.034,0.074,1.72,-0.219,-1.997,-0.493,-1.253,3,3,5,5.44,2.88,2.56,23.68,25.2,-1.52
1642,600563, 法拉电子,117.18,0.93,-0.002,0.071,1.69,-0.087,0.168,0.061,0.505,0,2,6,1.46,0.64,0.81,13.35,14.54,-1.19
1643,002545, 东方铁塔,7.58,-1.3,-0.04,0.175,1.69,0.076,0.467,0.365,1.935,0,2,6,6.5,13.06,-6.55,25.44,20.18,5.26
1644,600815, 厦工股份,2.79,2.57,0.014,0.03,1.68,-0.033,-1.519,0.007,-2.271,1,2,3,9.36,5.7,3.66,23.16,25.95,-2.79
1645,000788, 北大医药,5.93,-1,-0.009,0.17,1.68,-0.185,-1.121,-1.337,-2.987,0,1,1,0,0,0,14.11,14.85,-0.74
1646,300046, 台基股份,38.26,2.93,0.059,0.321,1.68,-0.776,-2.704,-2.535,-3.84,1,2,4,6.76,4.96,1.79,21.82,22.94,-1.12
1647,300041, 回天新材,8.85,-0.67,-0.065,0.292,1.66,-0.331,0.71,-0.641,5.147,0,1,2,2.37,3.63,-1.26,22.49,23.86,-1.37
1648,300960, 通业科技,23.45,0.86,0.002,0.122,1.66,-0.425,-1.316,-0.791,0.208,1,1,4,0,7.16,-7.16,22.35,15.08,7.27
1649,002615, 哈尔斯,7.91,-1.13,0.015,0.074,1.64,-0.168,0.36,-1.204,2.872,1,2,2,0,0,0,14.07,13.14,0.93
1650,300425, 中建环能,5.36,-0.92,-0.033,0.227,1.63,0.411,0.305,-0.87,-2.062,0,2,3,1.21,2.76,-1.55,23.97,23.51,0.46
1651,002033, 丽江股份,8.57,-0.92,-0.073,0.232,1.63,-0.195,0.617,-0.637,1.898,0,1,3,2.44,2.54,-0.09,23.12,28.96,-5.84
1652,301008, 宏昌科技,20.92,2.25,-0.054,0.321,1.63,-0.167,0.037,-1.026,-1.358,0,1,1,2.76,9.46,-6.7,17.2,13.1,4.1
1653,301518, 长华化学,16.88,-0.71,0.014,0.036,1.62,-0.273,-2.041,-1.322,0.056,1,3,4,0,0,0,6.87,5.49,1.38
1654,600663, 陆家嘴,9.02,-0.55,0.001,0.016,1.61,0.003,0.081,0.001,0.241,4,4,7,0.6,0.09,0.51,4.83,4.35,0.48
1655,605580, 恒盛能源,10.82,1.69,0.098,-0.156,1.6,-0.184,-0.61,-0.293,0.262,1,2,4,12.56,7.59,4.97,25.06,21.77,3.29
1656,000722, 湖南发展,9.41,-0.95,-0.02,0.099,1.59,-0.016,0.32,-1.032,-0.003,0,2,3,11.09,13.42,-2.33,14.11,13.8,0.31
1657,601699, 潞安环能,12.24,0.33,-0.008,0.031,1.56,-0.18,-0.254,-0.398,-0.556,0,0,0,9.3,11.41,-2.11,27.35,26.54,0.8
1658,301130, 西点药业,26.7,-1.15,0.001,0.116,1.56,-1.326,-1.828,-1.838,-2.36,1,1,2,0,0,0,9.84,9.69,0.14
1659,002338, 奥普光电,43.68,2.18,0.163,-0.159,1.55,0.088,0.687,-0.084,0.529,1,3,5,10.28,5.09,5.19,27.07,28.67,-1.6
1660,301295, 美硕科技,22.37,0.45,0.315,-0.978,1.53,0.389,4.307,-0.74,9.347,1,3,4,0,0,0,24.28,16.53,7.75
1661,000917, 电广传媒,7.8,-3.7,-0.394,0.89,1.52,1.899,6.512,0.293,2.857,0,3,3,8.27,14.07,-5.8,23.93,23.66,0.27
1662,002025, 航天电器,48.45,1.91,0.104,-0.285,1.52,0.176,-2.12,-0.035,-2.181,1,2,4,3.15,2.95,0.2,22.22,15.6,6.62
1663,002520, 日发精机,7.89,0.77,0.162,-0.026,1.51,-4.353,-14.961,-2.329,-17.153,1,1,4,5.05,4.36,0.69,21.38,20.45,0.93
1664,002294, 信立泰,29.11,-1.05,0.002,0.018,1.5,0.074,-0.025,0.18,0.296,1,3,7,0,0,0,16.11,15.47,0.64
1665,601003, 柳钢股份,2.85,-0.7,0.033,-0.065,1.49,-0.012,-0.27,-0.146,-0.946,1,3,5,13.02,8.54,4.48,23.13,15.89,7.25
1666,688523, 航天环宇,19.81,0.92,0.06,-0.089,1.49,-0.235,-0.414,-0.815,-0.32,2,2,4,7.69,4.91,2.78,15.97,16.12,-0.16
1667,601598, 中国外运,5.04,-0.4,-0.009,0.052,1.48,-0.096,0.435,-0.212,0.553,0,1,1,8.26,2.49,5.77,10.88,19.73,-8.85
1668,600651, 飞乐音响,4.96,0.2,-0.283,0.672,1.48,0.216,1.543,0.209,1.37,0,4,6,7.99,16.14,-8.15,22.34,19.64,2.69
1669,300718, 长盛轴承,109.8,8.61,0.052,0.317,1.47,-4.181,-7.66,-9.509,-17.469,1,2,3,13.58,15.31,-1.73,29.92,27.81,2.11
1670,001914, 招商积余,9.88,-1.4,-0.003,0.058,1.45,-0.036,0.399,0.132,0.309,0,2,6,3.44,3.68,-0.24,8.6,9.23,-0.63
1671,300123, 亚光科技,6.1,0.83,0.063,-0.073,1.44,0.201,0.655,-1.329,-2.784,2,4,4,8.77,5.76,3.01,18.91,19.24,-0.33
1672,001283, 豪鹏科技,65.25,2.27,0.078,-0.278,1.44,0.199,-0.074,-0.08,-0.36,2,3,5,0,0,0,18.42,13.85,4.57
1673,603010, 万盛股份,10.5,0.48,0.01,0,1.44,-0.289,-1.157,-0.645,-0.226,1,1,3,9.13,7.16,1.96,20.22,20.74,-0.52
1674,002287, 奇正藏药,21.82,0.28,-0.002,0.031,1.43,-0.083,-0.059,-0.125,0.032,0,1,2,0.54,0,0.54,12.53,13.84,-1.31
1675,688561, 奇安信-U,41.88,-0.36,0.026,0.002,1.42,-0.903,-1.413,-1.069,-1.469,1,1,2,13.14,13.55,-0.4,30.16,28.36,1.8
